species
Eluma caelata
Cardiospermum halicacabum
Bellardia trixago
Melitta tricincta
Polymerus vulneratus
Phorodon humuli
Galinsoga quadriradiata
Arge pagana
Rubus britannicus
Phylloscopus inornatus
Ophion luteus
Eurytoma longipennis
Athripsodes aterrimus
Eucallipterus tiliae
Odontarrhena muralis
Blaste quadrimaculata
Trivia coccinelloides
Dolerus nitens
Belonochilus numenius
Aulacidea pilosellae
Abia fasciata
Remiz pendulinus
Rumex pseudonatronatus
Nemoura dubitans
Andrena labialis
Macrosteles viridigriseus
Rhogogaster viridis
Cottus rhenanus
Melinopterus sphacelatus
Crangonyx pseudogracilis
Vanellus armatus
Gonatopus clavipes
Populicerus albicans
Rubus praecox
Chrysis ruddii
Metopeurum fuscoviride
Trigonocranus emmeae
Halictus rubicundus
Forsythia intermedia
Neophilaenus minor
Larus delawarensis
Globiceps flavomaculatus
Satyrium w-album
Diodontus tristis
Chaetopteryx major
Salvia glutinosa
Passerina ciris
Allium ursinum
Idiocerus herrichii
Panicum schinzii
Coelioxys inermis
Eleocharis acicularis
Danae racemosa
Andricus seminationis
Pinguicula vulgaris
Galinsoga parviflora
Potentilla anglica × reptans
Anas castanea
Crypturaphis grassii
Rubus divaricatus
Carpophilus dimidiatus
Columba palumbus
Poa palustris
Glyphicnemis profligator
Selaginella kraussiana
Lullula arborea
Camptozygum aequale
Amaranthus retroflexus
Rhyacophila dorsalis
Carex demissa
Heterarthrus ochropoda
Anemone coronaria
Ardea cinerea
Uloborus plumipes
Ichneumon sarcitorius
Hymenoscyphus pseudoalbidus
Rubus splendidus
Cepaea nemoralis
Arctium lappa
Gelochelidon nilotica
Odontoschisma fluitans
Nagurus cristatus
Agrypnia pagetana
Cloeon dipterum
Valeriana dioica
Lasioglossum albipes
Salix spathulata
Cyperus cyperoides
Filipendula ulmaria
Galium odoratum
Buteo jamaicensis
Erigeron karvinskianus
Aphis ruborum
Lepismachilis y-signata
Pamphilius aurantiacus
Nineta flava
Chen caerulescens
Zirfaea crispata
Acanthus hungaricus
Elymus hystrix
Mollugo verticillata
Brassica juncea
Sapygina decemguttata
Pleolophus brachypterus
Philadelphus virginalis
Pseudorasbora parva
Chlorita paolii
Culicoides pallidicornis
Lolium giganteum
Arabis caucasica
Asparagus aethiopicus
Lopus decolor
Vernonia fasciculata
Oenothera elata
Fagocyba carri
Acalypha virginica
Dorypteryx domestica
Acetropis gimmerthalii
Suricata suricatta
Scutus unguis
Crataegus coccinea
Bombus norvegicus
Sapyga quinquepunctata
Callionymus reticulatus
Aphanus rolandri
Diacritus aciculatus
Plectrocnemia geniculata
Polystichum setiferum
Cotoneaster integrifolius
Javesella obscurella
Phyllocnistis citrella
Hieracium dollineri
Ploceus melanocephalus
Acer palmatum
Ribautodelphax collina
Sparganium natans
Aponogeton distachyos
Rubus bellardii
Lasioglossum minutissimum
Butomus umbellatus
Archaeopsylla erinacei
Phytocoris pini
Epilobium tetragonum
Coccothraustes coccothraustes
Nysson maculosus
Spilichneumon occisorius
Dysphania anthelmintica
Dolichomitus imperator
Pseudomallada ventralis
Cercidiphyllum japonicum
Deuteragenia variegata
Hoplitis adunca
Anemonastrum canadense
Pholis gunnellus
Brachythecium velutinum
Eupteryx decemnotata
Mnemiopsis leidyi
Cetema elongatum
Fenusa altenhoferi
Cotoneaster conspicuus
Libellula fulva
Ballota nigra
Ceraclea dissimilis
Lygus pratensis
Lamium orvala
Puffinus mauretanicus
Chartoscirta cocksii
Eupteryx urticae
Satyrium pruni
Paramesus obtusifrons
Heuchera micrantha
Convolvulus arvensis
Chlidonias niger
Lolium pratense
Cyperus longus
Geranoaetus melanoleucus
Amaranthus tuberculatus
Lathyrus nissolia
Autographa pulchrina
Nematus papillosus
Delphacinus mesomelas
Icerya purchasi
Trichostegia minor
Epitonium linctum
Evagetes sahlbergi
Microscolex phosphoreus
Ambrosia artemisiifolia
Lysimachia foemina
Festuca heterophylla
Coelioxys rufescens
Geum rivale
Ligustrum vulgare
Crataegus media
Pyrola rotundifolia
Nomada flava
Tachysphex panzeri
Potentilla supina
Clistopyga rufator
Juncus ensifolius
Aphis hieracii
Porcellionides pruinosus
Hylaeus gracilicornis
Vicia cuspidata
Symphyotrichum subulatum
Lemna minor
Arge fuscipes
Ranunculus trichophyllus
Salix daphnoides
Amphiareus obscuriceps
Psallus varians
Euphorbia palustris
Sison segetum
Euproctis chrysorrhoea
Mummenhoffia alliacea
Monosapyga clavicornis
Phaseolus coccineus
Acer japonicum
Melinopterus consputus
Streptopelia lugens
Rissa tridactyla
Festuca filiformis
Argyra diaphana
Perilampus aeneus
Hinatara recta
Ameiurus nebulosus
Cedrus deodara
Centaurium erythraea
Carex remota
Phalaris minor
Cladanthus mixtus
Pulicaria dysenterica
Hylaeus variegatus
Protichneumon pisorius
Rangia cuneata
Isodontia mexicana
Orius majusculus
Buteo buteo
Psammotettix sabulicola
Gymnadenia conopsea
Stenarella domator
Tiarella cordifolia
Acrodactyla degener
Megalocoleus molliculus
Melampodium montanum
Cephus pygmeus
Plantago major
Ranunculus flammula
Cimbex luteus
Conomelus anceps
Passaloecus corniger
Xylocopa virginica
Draba verna
Scrophularia vernalis
Ranunculus marginatus
Holcostethus strictus
Carduelis carduelis
Alysson spinosus
Venericardia scalaris
Cixius stigmaticus
Radiola linoides
Sonchus oleraceus
Polygonatum odoratum
Lasioglossum leucopus
Parakontikia ventrolineata
Orlaya grandiflora
Styela clava
Trichiusa immigrata
Aster ageratoides
Plebejus argus
Sylvia atricapilla
Melitaea aurelia
Netelia virgata
Megachile ligniseca
Oxyura vittata
Houttuynia cordata
Dikraneura variata
Turdus hortulorum
Cratichneumon coruscator
Scorzonera humilis
Rubus idaeus
Quercus frainetto
Bidens radiata
Pamphilius vafer
Bombycilla garrulus
Cotoneaster qungbixiensis
Lipaphis pseudobrassicae
Ancistrocerus nigricornis
Mycterothrips consociatus
Syrmaticus reevesii
Rubus taxandriae
Brachymeria parvula
Pontania proxima
Liparis liparis
Campanula rhomboidalis
Lysimachia clethroides
Felis catus
Iphiclides podalirius
Aconitum lycoctonum
Alcedo atthis
Salvia verbenaca
Coniopteryx pygmaea
Dactylorhiza majalis
Eryngium giganteum
Macrosteles variatus
Lotus hispidus
Velia caprai
Neolygus contaminatus
Hieracium glaucinum
Aegolius funereus
Mullus surmuletus
Loxia curvirostra
Dracocephalum parviflorum
Ammannia coccinea
Nicandra physalodes
Colutea orientalis
Oxalis stricta
Salvia hispanica
Scopus umbretta
Atriplex longipes
Berberis vulgaris
Cotoneaster divaricatus
Musa paradisiaca
Streptopelia decaocto
Narcissus triandrus
Armoracia rusticana
Lampides boeticus
Trichoglossus haematodus
Epipactis muelleri
Calliostoma zizyphinum
Helichrysum petiolare
Calamagrostis epigejos
Melica ciliata
Bidens pilosa
Pterotmetus staphyliniformis
Phyllostachys viridiglaucescens
Adeorbis belgicus
Glyceria canadensis
Cicadula aurantipes
Ixobrychus minutus
Gonepteryx rhamni
Acrocephalus palustris x scirpaceus
Loxia leucoptera
Populus balsamifera
Neillia incisa
Cribraria argillacea
Clematis recta
Ancistrocerus gazella
Microlophium carnosum
Colchicum byzantinum
Ranunculus trilobus
Rubus calotemnus
Dolichurus corniculus
Molinia caerulea
Tremulicerus tremulae
Santolina chamaecyparissus
Ligia oceanica
Mauranthemum paludosum
Chloris chloris
Sigara distincta
Xenus cinereus
Medicago marina
Anthophora furcata
Diplazon laetatorius
Thrips atratus
Gelis spurius
Salicornia pusilla
Potamogeton lintonii
Tettigometra laeta
Cynops orientalis
Andrena wilkella
Edwardsiana frustrator
Stachys cretica
Arge melanochra
Allium siculum
Edwardsiana alnicola
Rubus pseudogravetii
Ochlodes sylvanus
Galium verum
Ophiopogon jaburan
Cornus canadensis
Haplophthalmus mengii
Eupterycyba jucunda
Nomada signata
Lonicera morrowii
Ichneumon molitorius
Agenioideus apicalis
Galeopsis speciosa
Trimerocaecilius becheti
Nomada marshamella
Verbesina alternifolia
Periphyllus lyropictus
Rabelera holostea
Leptidea sinapis
Sinosuthora webbiana
Microcarbo pygmeus
Salix guinieri
Cylindroiulus truncorum
Fallopia baldschuanica
Dicranum scoparium
Aneugmenus temporalis
Sanicula epipactis
Limnodromus scolopaceus
Iris sibirica
Aedes rusticus
Asparagus prostratus
Aix sponsa
Metasequoia glyptostroboides
Pilophorus perplexus
Sympetrum sanguineum
Roemeria hybrida
Misgurnus fossilis
Rosa balsamica
Schoenoplectus lacustris
Hornungia petraea
Ectemnius sexcinctus
Macrosiphoniella asteris
Crossocerus capitosus
Lysimachia punctata
Cryptomyzus galeopsidis
Medicago polymorpha
Pimpinella anisum
Tadorna ferruginea
Anthemis cotula
Ichneumon extensorius
Cetraria sepincola
Andrena minutula
Amaranthus hybridus
Mirabilis jalapa
Lasioglossum fulvicorne
Edwardsiana gratiosa
Trifolium nigrescens
Geranium pyrenaicum
Leuctra fusca
Bombus lucorum
Lycopodium clavatum
Mazus pumilus
Cercis siliquastrum
Sericostoma personatum
Nicotiana sylvestris
Hemerobius lutescens
Trifolium lappaceum
Aquila chrysaetos
Puccinellia distans × maritima
Galanthus woronowii
Viburnum rhytidophyllum
Centaurea nigrescens
Hydroprogne caspia
Prunus serotina
Edwardsiana plurispinosa
Lepidium heterophyllum
Perovskia abrotanoides
Spiraea japonica
Melinopterus prodromus
Salix irrorata
Sabulina verna
Primula denticulata
Typhlocyba quercus
Paratectonatica tigrina
Lepraria rigidula
Crepis pulchra
Camponotus piceus
Colletes succinctus
Boreus hyemalis
Buathra laborator
Eryngium campestre
Cyclamen coum
Megalonotus sabulicola
Gammarus roeselii
Campanula cochleariifolia
Rubus acutipetalus
Ontocetus emmonsi
Pompilus cinereus
Sphecodes niger
Echium vulgare
Limnephilus sparsus
Euphrasia officinalis
Pontia daplidice
Tussilago farfara
Cirsium dissectum
Rosa rubiginosa
Ectemnius ruficornis
Onopordum acanthium
Plagiothecium denticulatum
Excavarus apiarius
Argynnis paphia
Oenothera pycnocarpa
Calidris ferruginea
Globiceps fulvicollis
Nematus lucidus
Turdus obscurus
Rubus umbrosus
Calopteryx splendens
Trifolium scabrum
Neottia ovata
Setaria italica
Lophocolea semiteres
Crabro cribrarius
Asarum europaeum
Pseudoscleropodium purum
Streptanus aemulans
Andrena dorsata
Aglaostigma lichtwardti
Schaereria fuscocinerea
Petromyzon marinus
Rubus stereobelus
Passiflora caerulea
Halictophagus silwoodensis
Antalis vulgaris
Fredegunda diluta
Clinopodium menthifolium
Parietaria judaica
Portulaca grandiflora
Ricinus communis
Senecio sylvaticus
Galium mollugo
Acaena caesiiglauca
Iridothrips mariae
Cota altissima
Psyllipsocus ramburii
Cicadula quadrinotata
Macrophya duodecimpunctata
Podophyllum peltatum
Canthophorus impressus
Anas americana
Fragaria ananassa
Vigna subterranea
Dendrocopos major
Eysarcoris aeneus
Hoplothrips semicaecus
Campanula rapunculoides
Utricularia vulgaris
Anthocoris gallarumulmi
Turdus dissimilis
Aedes cantans
Salicarus roseri
Eutrochium maculatum
Morus bassanus
Saltella sphondylii
Lepidium didymum
Trapezonotus desertus
Montia arvensis
Hyoscyamus albus
Sinapis arvensis
Arcyria cinerea
Callistephus chinensis
Psallus lepidus
Scolopostethus thomsoni
Polymerus palustris
Agenioideus cinctellus
Sphecodes hyalinatus
Pyrola minor
Conosanus obsoletus
Ortholomus punctipennis
Nomada conjungens
Viola canina
Thunbergia alata
Orthotylus marginalis
Lepidostoma basale
Ixodes ricinus
Anas rhynchotis
Trichoniscus pygmaeus
Daucus carota
Hypotrachyna revoluta
Crossocerus cetratus
Hyperomyzus pallidus
Hedychridium ardens
Rhynocoris annulatus
Avenella flexuosa
Oxycarenus lavaterae
Hoplocampa crataegi
Anchusa officinalis
Geum urbanum
Puccinellia distans
Leycesteria formosa
Pluvialis apricaria
Stenocranus minutus
Ornithogalum boucheanum
Eilema depressa
Carex hostiana
Dactylorhiza fuchsii
Euodynerus dantici
Aphelonyx cerricola
Myoxocephalus scorpius
Bolboschoenus glaucus
Dipsacus strigosus
Bromus benekenii
Crossocerus quadrimaculatus
Avena barbata
Potentilla reptans
Chamaecyparis pisifera
Lysichiton americanus
Persicaria orientalis
Cannabis sativa
Marrubium vulgare
Anchusa azurea
Holocentropus insignis
Aegonychon purpurocaeruleum
Daucus aureus
Anas puna
Formica sanguinea
Haplothrips subtilissimus
Camelina sativa
Calidris melanotos
Kybos butleri
Dendrocygna viduata
Solidago canadensis
Holocentropus stagnalis
Lonicera pileata
Anadara diluvii
Macropis europaea
Helix pomatia
Rubus glareosus
Brenthis daphne
Lecania erysibe
Beraea maurus
Formica rufibarbis
Beta macrocarpa
Hemerobius stigma
Fenusella hortulana
Temnothorax tuberum
Achillea ptarmica
Lolium boucheanum
Omalotheca sylvatica
Pleurozium schreberi
Errhomenus brachypterus
Carpocoris purpureipennis
Rhaphigaster nebulosa
Allium schoenoprasum
Acer pensylvanicum
Sphagnum subsecundum
Malva trimestris
Carex acuta × aquatilis
Vincetoxicum hirundinaria
Trypoxylon medium
Salix undulata
Primula veris
Xylaplothrips fuliginosus
Circus aeruginosus
Phylloscopus trochiloides
Trioza rhamni
Persicaria mitis
Clematis tangutica
Discoelius zonalis
Oenanthe fistulosa
Phlox subulata
Veronica anagallis-aquatica
Formica rufa
Stenophylax permistus
Deutzia gracilis
Monophadnus pallescens
Pristiphora subbifida
Deutzia crenata
Tringa stagnatilis
Betonica officinalis
Spiraea canescens
Hammarbya paludosa
Aythya nyroca
Sisymbrium loeselii
Sanvitalia procumbens
Eupatorium cannabinum
Senna occidentalis
Aeshna mixta
Polygonum bellardii
Abia lonicerae
Hypericum hircinum
Armadillidium pictum
Equisetum palustre
Jacobaea erucifolia
Dendrocoptes medius
Corvus corax
Xylophrurus augustus
Elaeagnus submacrophylla
Chaerophyllum aureum
Lathyrus hirsutus
Stenodema calcarata
Europiella artemisiae
Opalia hotessieriana
Chelostoma florisomne
Heterischnus truncator
Persicaria maculosa
Salix holosericea
Aphis cucubali
Valeriana excelsa
Amsinckia menziesii
Trisetaria panicea
Chenopodium ficifolium
Baccharis halimifolia
Salix charrieri
Atriplex tatarica
Hedychrum niemelai
Chenopodium borbasii
Panurgus banksianus
Echinochloa muricata
Betula pubescens
Lysimachia vulgaris
Phaneroptera falcata
Cardamine impatiens
Sambucus racemosa
Telmatogeton japonicus
Dicranotropis hamata
Pemphredon morio
Rhopalum clavipes
Scilla sardensis
Oxybelus argentatus
Tragopogon minor
Erica cinerea
Venus rustica
Macrotylus paykullii
Oedipoda caerulescens
Atriplex littoralis
Cucurbita maxima
Chrysis immaculata
Zygina flammigera
Centaurea montana
Anthriscus sylvestris
Cotula australis
Sus scrofa
Euphorbia platyphyllos
Bombus lapidarius
Taraxacum rubicundum
Ribes aureum
Natica arachnoidea
Pontania viminalis
Atrichum undulatum
Carausius morosus
Culicoides vexans
Banchus pictus
Crangon crangon
Eleocharis palustris
Cicadella viridis
Cichorium endivia
Panurgus calcaratus
Hypericum perforatum
Atriplex prostrata
Solenopsis fugax
Netelia tarsata
Anoscopus serratulae
Cylindroiulus punctatus
Chondrilla juncea
Syringa vulgaris
Spilopelia chinensis
Dryopteris lacunosa
Acetropis carinata
Somatochlora flavomaculata
Zizania latifolia
Carduus tenuiflorus
Brassica rapa
Physalis philadelphica
Salix interior
Bombus cryptarum
Aquarius paludum
Vinca minor
Eclectus roratus
Atherina presbyter
Symphytum officinale
Nemoura cinerea
Zygaena filipendulae
Verbena bracteata
Festuca lemanii
Juncus alpinoarticulatus
Circus pygargus
Vicia sepium
Pemphredon lugens
Echinochloa frumentacea
Endelomyia aethiops
Aedes communis
Juncus bufonius
Parnassia palustris
Cerceris quadricincta
Dendrocoelum romanodanubiale
Myrmosa atra
Taraxacum lacistophyllum
Diodontus luperus
Allium karataviense
Rubus sciocharis
Ranunculus arvensis
Potentilla rivalis
Alliaria petiolata
Blatta orientalis
Kolkwitzia amabilis
Artemisia scoparia
Leucoraja naevus
Symphyotrichum novi-belgii
Leuctra pseudosignifera
Sphagnum subnitens
Metidiocerus poecilus
Pyrrhocoris apterus
Megachile pyrenaea
Dictyonota tricornis
Arnoglossus laterna
Sympetrum meridionale
Apera intermedia
Thalictrum speciosissimum
Rhus glabra
Odontoschisma sphagni
Callionymus lyra
Phylloscopus fuscatus
Lasioglossum lativentre
Zeugopterus punctatus
Ectemnius continuus
Neophron percnopterus
Papaver bracteatum
Tetralicia ericae
Elatine hydropiper
Stenchaetothrips biformis
Notidobia ciliaris
Leontodon hispidus
Streptopelia turtur
Carassius carassius
Zygina ordinaria
Reductoniscus costulatus
Thalictrum flavum
Cryptosiphum artemisiae
Nerophis lumbriciformis
Papaver dubium
Herniaria cinerea
Andrena vaga
Rapana venosa
Euphorbia characias
Campanula pyramidalis
Astata boops
Salix cinerea
Anser anser x Branta leucopsis
Bromus erectus
Caprella mutica
Rumex conglomeratus
Coenonympha pamphilus
Culiseta longiareolata
Allium macleanii
Mergellus albellus
Piezodorus lituratus
Lasioglossum nitidiusculum
Hippocampus guttulatus
Aeshna juncea
Festuca glauca
Bombus pratorum
Cremnops desertor
Leucojum vernum
Nomada sexfasciata
Valerianella eriocarpa
Iassus scutellaris
Zele albiditarsus
Planorbarius corneus
Raja clavata
Trapezonotus arenarius
Leucorrhinia dubia
Wormaldia occipitalis
Falco rusticolus
Coracias garrulus
Stephanitis rhododendri
Ulmus laevis
Wesmaelius quadrifasciatus
Carex punctata
Asplenium scolopendrium
Mentha rotundifolia
Phyteuma spicatum
Biorhiza pallida
Trocdaris verticillatum
Taraxacum hamatum
Lagynodes pallidus
Sphragisticus nebulosus
Poterium sanguisorba
Vitis vinifera
Tameothrips tamicola
Arabis sagittata
Dryopteris affinis
Tradescantia zebrina
Andrena strohmella
Thrips minutissimus
Smilax aspera
Garrulus glandarius
Ornithogalum narbonense
Hoplothrips pedicularius
Tinantia erecta
Phleum exaratum
Cinclus cinclus
Cyclamen hederifolium
Diodontus insidiosus
Populicerus nitidissimus
Porcellio dilatatus
Lophura leucomelanos
Chelidonichthys lastoviza
Lunaria annua
Lamium album
Microstomus kitt
Chrysolophus amherstiae
Rumex rugosus
Brassica tournefortii
Artemisia ludoviciana
Melitta leporina
Periparus ater
Mustela putorius
Stemonitopsis hyperopta
Eumenes pedunculatus
Anser anser x Branta canadensis
Phoenicopterus roseus
Nymphicus hollandicus
Smyrnium olusatrum
Fallopia dumetorum
Zonotrichia albicollis
Cavariella aegopodii
Sedum spathulifolium
Amphinemura standfussi
Callitriche stagnalis
Lysimachia monellii
Deraeocoris trifasciatus
Nomada integra
Mesembryanthemum nodiflorum
Euscelidius schenckii
Persicaria capitata
Platyarthrus hoffmannseggii
Alternanthera ficoidea
Notonecta lutea
Phylloscopus collybita
Cadra figulilella
Agrilinus ater
Phaenolobus terebrator
Milvus migrans
Sciocoris cursitans
Rubus fruticosus
Favonius quercus
Stereocaulon dactylophyllum
Panicum virgatum
Corchorus olitorius
Carex canescens
Mentha pulegium
Cyanistes cyanus
Pamphilius betulae
Sylvia melanocephala
Kalanchoe blossfeldiana
Odynerus melanocephalus
Epilobium brachycarpum
Oncorhynchus kisutch
Acheta domesticus
Epuraea imperialis
Psidium guajava
Calidris alba
Euphorbia peplus
Grypocoris sexguttatus
Coreopsis tinctoria
Hydrangea paniculata
Argentina anserina
Spergula arvensis
Melissa officinalis
Pimephales promelas
Asthenotoma ornata
Lamna nasus
Campsis grandiflora
Python regius
Zoothera aurea
Delphacodes venosus
Papaver hybridum
Lasius alienus
Thaumatogelis gallicus
Lysimachia ciliata
Locustella fluviatilis
Fumaria wirtgenii
Berytinus hirticornis
Linaria chalepensis
Donax vittatus
Potamopyrgus antipodarum
Veronica beccabunga
Phalacrocorax aristotelis
Selandria serva
Bostrychia hagedash
Andrena humilis
Lapsana communis
Phymatocera aterrima
Thinopyrum junceiforme
Ceratostigma plumbaginoides
Stereocaulon evolutum
Junco hyemalis
Medicago lupulina
Saldula saltatoria
Euphorbia cyparissias
Geum ternatum
Glebionis segetum
Malacocoris chlorizans
Dryodurgades antoniae
Salix helix
Pyrus calleryana
Paralaoma servilis
Trigonotylus pulchellus
Allium oleraceum
Halictus quadricinctus
Myrica gale
Ancistrocerus trifasciatus
Carex loliacea
Ribes spicatum
Hydrocotyle ranunculoides
Carex pseudobrizoides
Andricus quercusradicis
Cephus spinipes
Melanaphis pyraria
Thelypteris palustris
Timaspis lampsanae
Haplothrips aculeatus
Prunus avium
Monomorium pharaonis
Aelia acuminata
Hydrocoloeus minutus
Gleditsia triacanthos
Allium zebdanense
Deraeocoris punctulatus
Ernodes articularis
Culicoides circumscriptus
Metidiocerus rutilans
Argogorytes fargeii
Pemphredon lethifer
Drymus sylvaticus
Eulima glabra
Mantispa styriaca
Peritrechus nubilus
Hoplochaetaphis zachvatkini
Podalonia hirsuta
Dryopteris erythrosora
Silphium perfoliatum
Aellopus atratus
Clematis flammula
Dolerus germanicus
Ranunculus parviflorus
Brachymeria tibialis
Edwardsiana spinigera
Petunia atkinsiana
Spiraea thunbergii
Aphrophora corticea
Campanula trachelium
Primula vulgaris
Cydnus aterrimus
Calonectris diomedea
Linnavuoriana decempunctata
Impatiens glandulifera
Brachythecium rutabulum
Zonocyba bifasciata
Callosciurus finlaysonii
Anoplophora glabripennis
Athalia rosae
Calidris alpina
Sinomalus baccata
Uroleucon picridis
Thecabius affinis
Bolboschoenus planiculmis
Silene schafta
Leucojum aestivum
Eleocharis mamillata
Anopheles pharoensis
Veronica repens
Otis tarda
Acyrthosiphon chelidonii
Eclipta prostrata
Cirsium eriophorum
Fenusa pumila
Scolopostethus grandis
Prunus lusitanica
Sphaeralcea bonariensis
Juglans nigra
Orius vicinus
Columbina passerina
Parabuteo unicinctus
Dysaphis sorbi
Eriosoma ulmi
Iberodes linifolia
Hornungia alpina
Ichneumon xanthorius
Carex divisa
Cardamine flexuosa
Alchemilla vestita
Oenothera casimiri
Petaloconchus glomeratus
Rumex aquaticus
Scutellaria minor
Helichrysum italicum
Athalia lugens
Centaurea scabiosa
Perithous septemcinctorius
Teuchophorus signatus
Coleocentrus excitator
Nysius huttoni
Metopoplax fuscinervis
Milax gagates
Diplachne fusca
Xiphydria camelus
Ipomoea leucantha
Pelecanus crispus
Loricula elegantula
Larus argentatus
Chasmias motatorius
Merluccius merluccius
Erynnis tages
Heterogaster urticae
Cotoneaster sternianus
Solanum sisymbriifolium
Lamprocapnos spectabilis
Paeonia officinalis
Orthetrum coerulescens
Porcellium conspersum
Melanocorypha calandra
Lotus pedunculatus
Elymus canadensis
Aphis holoenotherae
Oncopsis subangulata
Rosa obtusifolia
Megabunus diadema
Tiaris canorus
Dolichomitus messor
Grus japonensis
Androniscus dentiger
Phytocoris longipennis
Gobio gobio
Mahonia bealei
Eupteryx aurata
Spisula elliptica
Corythucha ciliata
Pteridium aquilinum
Saldula pallipes
Datura innoxia
Trifolium fragiferum
Rubus cockburnianus
Anas bahamensis
Trichadenotecnum sexpunctatum
Edwardsiana salicicola
Macrophya albicincta
Passaloecus insignis
Conium maculatum
Oenothera ersteinensis
Glycymeris glycymeris
Adistemia watsoni
Erigeron acer
Scleranthus perennis
Cotoneaster beimashanensis
Skeneopsis planorbis
Baeopelma foersteri
Acompus rufipes
Oniscus asellus
Loricula pselaphiformis
Morpho menelaus
Andrena nycthemera
Baptisia australis
Neuroterus numismalis
Staphylea pinnata
Caenolyda reticulata
Asclepias incarnata
Uroleucon jaceae
Malcolmia maritima
Helictochloa pratensis
Neides tipularius
Hyoscyamus niger
Anethum graveolens
Elodea canadensis
Chrysis terminata
Papaver argemone
Tettigonia cantans
Phoenicocoris obscurellus
Panorpa germanica
Centaurea jacea
Ancistrocerus parietinus
Eupteryx calcarata
Eriocapitella hybrida
Spilopsyllus cuniculi
Hypania invalida
Petasites japonicus
Karpatiosorbus latifolia
Ctenopharyngodon idella
Passer domesticus
Chrysis angustula
Alnetoidia alneti
Microdynerus exilis
Eriophorum vaginatum
Schoenoplectus triqueter
Thrips tabaci
Gamochaeta pensylvanica
Polyergus rufescens
Lilium hollandicum
Diprion pini
Parapholis incurva
Tarsiger cyanurus
Anoplius viaticus
Gastrodes grossipes
Periplaneta australasiae
Setaria parviflora
Falco sparverius
Kalmia angustifolia
Orthotylus flavosparsus
Conioscinella halophila
Carduus pycnocephalus
Bubo bubo
Pulmonaria rubra
Arenocoris fallenii
Epeolus cruciger
Eleocharis engelmannii
Alca torda
Aphis hederae
Ambystoma macrodactylum
Ribes alpinum
Fraxinus angustifolia
Plantago sempervirens
Eulecanium tiliae
Erysimum cheiranthoides
Calla palustris
Striosubulina striatella
Lymnocryptes minimus
Cupido minimus
Thrips physapus
Sybistroma obscurella
Nonea lutea
Trichiosoma lucorum
Rubus plicatus
Acer cissifolium
Pemphredon inornata
Callitriche platycarpa × stagnalis
Thamnotettix dilutior
Colpotrochia cincta
Weigela floribunda
Carex binervis
Nymphalis xanthomelas
Enoicyla pusilla
Polygonum arenastrum
Juncus anthelatus
Stiroma affinis
Profenusa pygmaea
Dictyla echii
Drepanepteryx phalaenoides
Schoenus nigricans
Tilia tomentosa
Cerastium holosteoides
Coquillettidia richiardii
Kleidocerys privignus
Frutioidia bisignata
Coniopteryx tineiformis
Elasmostethus interstinctus
Aesculus flava
Euroscaphella lamberti
Lycaena tityrus
Trachelium caeruleum
Geranium robertianum
Galeopsis angustifolia
Adiantum capillus-veneris
Hedlundia thuringiaca
Scilla siberica
Psenulus schencki
Carex muricata
Equisetum litorale
Clematis vitalba
Zygina lunaris
Ammophila campestris
Ichneumon confusor
Heriades truncorum
Epimedium pinnatum
Melilotus infestus
Livia junci
Hagenella clathrata
Sempervivum tectorum
Dictyla convergens
Ribautiana cruciata
Panorpa cognata
Taraxacum dunense
Rosa multiflora
Rhogogaster genistae
Veronica scutellata
Liposcelis corrodens
Oxyethira falcata
Taeniopteryx nebulosa
Agrostis capillaris
Pseudoturritis turrita
Bombus magnus
Trichoniscus provisorius
Plagiomnium affine
Allium triquetrum
Sorbaria tomentosa
Certhia brachydactyla
Agrostemma githago
Doronicum columnae
Linaria simplex
Epilobium collinum
Turdus viscivorus
Pistia stratiotes
Melanthrips fuscus
Coenagrion lunulatum
Logfia minima
Cladonia monomorpha
Lanius excubitor
Alopecurus aequalis
Menetus dilatatus
Nucula trigonula
Leptoptilos crumenifer
Dracunculus vulgaris
Dimorphotheca jucunda
Torminalis glaberrima
Petricolaria pholadiformis
Crepis capillaris
Emberiza calandra
Rosa henkeri-schulzei
Periclista pubescens
Lanius minor
Allium moly
Lestes virens
Lysimachia maritima
Tetramesa hyalipennis
Typha laxmannii
Ceratophyllus garei
Beta maritima
Nysius helveticus
Colutea arborescens
Eleocharis obtusa
Baldellia ranunculoides
Phytolacca americana
Cirsium acaule
Rhyzobius forestieri
Polistes biglumis
Buchananiella continua
Lindenius panzeri
Ribes uva-crispa
Actinidia chinensis
Crabro scutellatus
Andricus callidoma
Potentilla norvegica
Gyalideopsis anastomosans
Macropsis scutellata
Moehringia trinervia
Vicia faba
Crabro peltarius
Silaum silaus
Eupteryx florida
Fragaria vesca
Orthotrichia costalis
Platalea leucorodia
Chionaspis salicis
Dolichovespula media
Squalius cephalus
Lupinus regalis
Spiraea pseudosalicifolia
Callicarpa bodinieri
Physostegia virginiana
Bufotes viridis
Cladius ulmi
Diaeretiella rapae
Lactuca saligna
Andrena apicata
Tenthredopsis litterata
Psenulus concolor
Paspalum notatum
Aneura pinguis
Iridothrips iridis
Misgurnus mohoity
Echinops bannaticus
Caulacanthus okamurae
Atelura formicaria
Apodiphus amygdali
Chen canagica
Pentatoma rufipes
Symmorphus crassicornis
Gymnocarpium robertianum
Metallus lanceolatus
Formicoxenus nitidulus
